league,season,match_id,date,home_team,away_team,home_goals,away_goals,home_xG,away_xG,win_prob,draw_prob,away_win_prob
EPL,2023,22085,2023-12-30 15:00:00,Aston Villa,Burnley,3,2,2.92587,1.11923,0.8066,0.131,0.0624
EPL,2023,22086,2023-12-30 15:00:00,Crystal Palace,Brentford,3,1,1.61057,1.28731,0.4365,0.2865,0.277
EPL,2023,22090,2023-12-30 15:00:00,Manchester City,Sheffield United,2,0,2.24229,0.263211,0.9141,0.0761,0.0098
EPL,2023,22094,2023-12-30 15:00:00,Wolverhampton Wanderers,Everton,3,0,2.64477,0.519641,0.916,0.0694,0.0146
EPL,2023,22091,2023-12-30 17:30:00,Nottingham Forest,Manchester United,2,1,0.744348,0.651905,0.3432,0.3817,0.2751
EPL,2023,22087,2023-12-31 14:00:00,Fulham,Arsenal,2,1,1.52829,1.6591,0.3212,0.286,0.3928
EPL,2023,22092,2023-12-31 14:00:00,Tottenham,Bournemouth,3,1,2.15027,1.58229,0.5177,0.2287,0.2536
EPL,2023,22088,2024-01-01 19:00:00,Liverpool,Newcastle United,4,2,6.67151,0.910974,0.9981,0.0015,0.0004
EPL,2023,22093,2024-01-02 18:30:00,West Ham,Brighton,0,0,0.9831,2.1552,0.1215,0.2187,0.6598
EPL,2023,22096,2024-01-12 19:45:00,Burnley,Luton,1,1,1.52023,0.965167,0.514,0.2735,0.2125
EPL,2023,22097,2024-01-13 12:30:00,Chelsea,Fulham,1,0,2.0456,0.697847,0.7466,0.1756,0.0778
EPL,2023,22100,2024-01-13 17:30:00,Newcastle United,Manchester City,2,3,1.23638,2.55452,0.1202,0.1796,0.7002
EPL,2023,22098,2024-01-14 14:00:00,Everton,Aston Villa,0,0,1.03664,1.3435,0.2719,0.3045,0.4236
EPL,2023,22099,2024-01-14 16:30:00,Manchester United,Tottenham,2,2,0.923233,1.31224,0.2351,0.3057,0.4592
EPL,2023,22103,2024-01-20 12:30:00,Arsenal,Crystal Palace,5,0,3.52167,0.288083,0.967,0.029,0.004
EPL,2023,22104,2024-01-20 17:30:00,Brentford,Nottingham Forest,3,2,1.94219,1.22251,0.5612,0.2428,0.196
EPL,2023,22101,2024-01-21 14:00:00,Sheffield United,West Ham,2,2,2.61362,2.4241,0.4271,0.2342,0.3387
EPL,2023,22102,2024-01-21 16:30:00,Bournemouth,Liverpool,0,4,0.834585,1.53344,0.1701,0.2667,0.5632
EPL,2023,22095,2024-01-22 19:45:00,Brighton,Wolverhampton Wanderers,0,0,1.3701,1.14116,0.3979,0.3324,0.2697
EPL,2023,22108,2024-01-30 19:30:00,Nottingham Forest,Arsenal,1,2,0.631618,1.39143,0.1572,0.2831,0.5597
EPL,2023,22106,2024-01-30 19:45:00,Fulham,Everton,0,0,2.37499,2.83317,0.308,0.2134,0.4786
EPL,2023,22107,2024-01-30 19:45:00,Luton,Brighton,4,0,3.63312,1.01366,0.9284,0.0547,0.0169
EPL,2023,22112,2024-01-30 20:00:00,Crystal Palace,Sheffield United,3,2,1.1601,0.768467,0.4684,0.3204,0.2112
EPL,2023,22105,2024-01-30 20:15:00,Aston Villa,Newcastle United,1,3,1.44485,3.3224,0.0747,0.1228,0.8025
EPL,2023,22109,2024-01-31 19:30:00,Tottenham,Brentford,3,2,3.36194,1.59637,0.7778,0.1393,0.0829
EPL,2023,22114,2024-01-31 19:30:00,Manchester City,Burnley,3,1,1.84756,1.49114,0.45,0.2838,0.2662
EPL,2023,22113,2024-01-31 20:15:00,Liverpool,Chelsea,4,1,3.6627,0.477972,0.9634,0.0301,0.0065
EPL,2023,22110,2024-02-01 19:30:00,West Ham,Bournemouth,1,1,1.3128,1.13487,0.4096,0.3213,0.2691
EPL,2023,22111,2024-02-01 20:15:00,Wolverhampton Wanderers,Manchester United,3,4,2.27609,3.22698,0.188,0.209,0.603
EPL,2023,22121,2024-02-03 12:30:00,Everton,Tottenham,2,2,3.25881,0.922371,0.9354,0.0526,0.012
EPL,2023,22118,2024-02-03 15:00:00,Brighton,Crystal Palace,4,1,1.92591,0.241137,0.8463,0.129,0.0247
EPL,2023,22119,2024-02-03 15:00:00,Burnley,Fulham,2,2,1.00428,1.28806,0.2812,0.293,0.4258
EPL,2023,22123,2024-02-03 15:00:00,Newcastle United,Luton,4,4,2.37353,2.67463,0.3138,0.2276,0.4586
EPL,2023,22124,2024-02-03 17:30:00,Sheffield United,Aston Villa,0,5,1.52784,2.99015,0.0949,0.1699,0.7352
EPL,2023,22115,2024-02-04 14:00:00,Bournemouth,Nottingham Forest,1,1,1.1895,0.456548,0.6339,0.2803,0.0858
EPL,2023,22120,2024-02-04 14:00:00,Chelsea,Wolverhampton Wanderers,2,4,2.35967,2.48996,0.3563,0.229,0.4147
EPL,2023,22122,2024-02-04 14:00:00,Manchester United,West Ham,3,0,0.96721,1.1807,0.2964,0.3006,0.403
EPL,2023,22116,2024-02-04 16:30:00,Arsenal,Liverpool,3,1,2.8526,0.542052,0.8894,0.0841,0.0265
EPL,2023,22117,2024-02-05 20:00:00,Brentford,Manchester City,1,3,0.865741,2.10785,0.1246,0.1938,0.6816
EPL,2023,22130,2024-02-10 12:30:00,Manchester City,Everton,2,0,1.58971,0.192072,0.7703,0.1961,0.0336
EPL,2023,22127,2024-02-10 15:00:00,Fulham,Bournemouth,3,1,1.7456,2.60612,0.2024,0.2217,0.5759
EPL,2023,22128,2024-02-10 15:00:00,Liverpool,Burnley,3,1,3.14734,1.11123,0.8055,0.1243,0.0702
EPL,2023,22129,2024-02-10 15:00:00,Luton,Sheffield United,1,3,1.76215,1.98283,0.2937,0.2842,0.4221
EPL,2023,22132,2024-02-10 15:00:00,Tottenham,Brighton,2,1,2.10928,1.49285,0.5182,0.2553,0.2265
EPL,2023,22134,2024-02-10 15:00:00,Wolverhampton Wanderers,Brentford,0,2,1.05781,1.84908,0.1694,0.2406,0.59
EPL,2023,22131,2024-02-10 17:30:00,Nottingham Forest,Newcastle United,2,3,0.968075,0.511375,0.4805,0.3509,0.1686
EPL,2023,22133,2024-02-11 14:00:00,West Ham,Arsenal,0,6,0.191065,3.99893,0.0014,0.0121,0.9865
EPL,2023,22125,2024-02-11 16:30:00,Aston Villa,Manchester United,1,2,2.64675,2.44591,0.4367,0.2256,0.3377
EPL,2023,22126,2024-02-12 20:00:00,Crystal Palace,Chelsea,1,3,0.719516,1.26948,0.1869,0.2941,0.519
EPL,2023,22135,2024-02-17 12:30:00,Brentford,Liverpool,1,4,1.69518,3.08952,0.13,0.1713,0.6987
EPL,2023,22136,2024-02-17 15:00:00,Burnley,Arsenal,0,5,0.335143,2.20575,0.0215,0.1051,0.8734
EPL,2023,22138,2024-02-17 15:00:00,Fulham,Aston Villa,1,2,1.41796,1.57297,0.3234,0.2655,0.4111
EPL,2023,22141,2024-02-17 15:00:00,Newcastle United,Bournemouth,2,2,2.38425,2.08098,0.4324,0.2915,0.2761
EPL,2023,22142,2024-02-17 15:00:00,Nottingham Forest,West Ham,2,0,2.66942,0.520016,0.8769,0.0916,0.0315
EPL,2023,22144,2024-02-17 15:00:00,Tottenham,Wolverhampton Wanderers,1,2,1.59768,1.77591,0.3182,0.2596,0.4222
EPL,2023,22140,2024-02-17 17:30:00,Manchester City,Chelsea,1,1,2.77713,1.82903,0.5909,0.1949,0.2142
EPL,2023,22143,2024-02-18 14:00:00,Sheffield United,Brighton,0,5,0.586214,3.35549,0.012,0.0482,0.9398
EPL,2023,22139,2024-02-18 16:30:00,Luton,Manchester United,1,2,1.57234,3.58973,0.0801,0.1195,0.8004
EPL,2023,22137,2024-02-19 20:00:00,Everton,Crystal Palace,1,1,2.44588,0.734685,0.8065,0.1381,0.0554
EPL,2023,22074,2024-02-20 18:30:00,Manchester City,Brentford,1,0,2.53766,0.503799,0.845,0.1154,0.0396
EPL,2023,22151,2024-02-21 15:00:00,Liverpool,Luton,4,1,3.70302,0.956512,0.8961,0.0729,0.031
EPL,2023,22147,2024-02-24 15:00:00,Aston Villa,Nottingham Forest,4,2,3.48861,2.25569,0.6676,0.188,0.1444
EPL,2023,22148,2024-02-24 15:00:00,Brighton,Everton,1,1,1.6538,0.286655,0.7466,0.2016,0.0518
EPL,2023,22150,2024-02-24 15:00:00,Crystal Palace,Burnley,3,0,2.41612,0.0760216,0.9557,0.042,0.0023
EPL,2023,22152,2024-02-24 15:00:00,Manchester United,Fulham,1,2,1.96036,1.1385,0.5948,0.2309,0.1743
EPL,2023,22145,2024-02-24 17:30:00,Bournemouth,Manchester City,0,1,0.925889,1.79636,0.1377,0.2393,0.623
EPL,2023,22146,2024-02-24 20:00:00,Arsenal,Newcastle United,4,1,2.59336,0.217373,0.933,0.0583,0.0087
EPL,2023,22154,2024-02-25 13:30:00,Wolverhampton Wanderers,Sheffield United,1,0,1.21618,0.654342,0.5154,0.3025,0.1821
EPL,2023,22153,2024-02-26 20:00:00,West Ham,Brentford,4,2,2.06873,1.33683,0.5759,0.2315,0.1926
EPL,2023,22155,2024-03-02 15:00:00,Brentford,Chelsea,2,2,2.4732,2.1523,0.4418,0.2411,0.3171
EPL,2023,22157,2024-03-02 15:00:00,Everton,West Ham,1,3,3.12075,2.17948,0.6041,0.2042,0.1917
EPL,2023,22158,2024-03-02 15:00:00,Fulham,Brighton,3,0,1.37604,1.15198,0.4214,0.2805,0.2981
EPL,2023,22161,2024-03-02 15:00:00,Newcastle United,Wolverhampton Wanderers,3,0,3.33495,0.507769,0.9528,0.0375,0.0097
EPL,2023,22162,2024-03-02 15:00:00,Nottingham Forest,Liverpool,0,1,0.971466,1.32259,0.267,0.2868,0.4462
EPL,2023,22164,2024-03-02 15:00:00,Tottenham,Crystal Palace,3,1,2.6625,0.277887,0.9285,0.0622,0.0093
EPL,2023,22159,2024-03-02 17:30:00,Luton,Aston Villa,2,3,2.43312,2.08586,0.4648,0.2474,0.2878
EPL,2023,22156,2024-03-03 13:00:00,Burnley,Bournemouth,0,2,1.60461,1.43616,0.4202,0.2635,0.3163
EPL,2023,22160,2024-03-03 15:30:00,Manchester City,Manchester United,3,1,2.64173,0.153764,0.9375,0.0569,0.0056
EPL,2023,22163,2024-03-04 20:00:00,Sheffield United,Arsenal,0,6,0.201374,2.47294,0.0132,0.089,0.8978
EPL,2023,22172,2024-03-09 12:30:00,Manchester United,Everton,2,0,2.9016,1.8214,0.6539,0.188,0.1581
EPL,2023,22165,2024-03-09 15:00:00,Bournemouth,Sheffield United,2,2,3.92657,1.91752,0.7827,0.1317,0.0856
EPL,2023,22170,2024-03-09 15:00:00,Crystal Palace,Luton,1,1,3.25103,1.08531,0.8485,0.1087,0.0428
EPL,2023,22174,2024-03-09 15:00:00,Wolverhampton Wanderers,Fulham,2,1,1.29589,2.94155,0.0956,0.1555,0.7489
EPL,2023,22166,2024-03-09 17:30:00,Arsenal,Brentford,2,1,1.59369,0.733239,0.5916,0.262,0.1464
EPL,2023,22167,2024-03-10 13:00:00,Aston Villa,Tottenham,0,4,1.23267,2.25381,0.1441,0.2079,0.648
EPL,2023,22168,2024-03-10 14:00:00,Brighton,Nottingham Forest,1,0,0.534518,0.687034,0.2326,0.4127,0.3547
EPL,2023,22173,2024-03-10 14:00:00,West Ham,Burnley,2,2,1.87414,0.88131,0.617,0.2337,0.1493
EPL,2023,22171,2024-03-10 15:45:00,Liverpool,Manchester City,1,1,2.25492,1.37289,0.5862,0.2435,0.1703
EPL,2023,22169,2024-03-11 20:00:00,Chelsea,Newcastle United,3,2,1.78315,0.568435,0.7549,0.1839,0.0612
EPL,2023,25861,2024-03-13 19:30:00,Bournemouth,Luton,4,3,2.84403,2.79419,0.3874,0.23,0.3826
EPL,2023,22177,2024-03-16 15:00:00,Burnley,Brentford,2,1,2.69776,1.25123,0.7332,0.1712,0.0956
EPL,2023,22181,2024-03-16 15:00:00,Luton,Nottingham Forest,1,1,0.853782,1.95268,0.1236,0.2202,0.6562
EPL,2023,22180,2024-03-16 17:30:00,Fulham,Tottenham,3,0,2.47234,2.14564,0.4497,0.2511,0.2992
EPL,2023,22183,2024-03-17 14:00:00,West Ham,Aston Villa,1,1,1.32829,0.911274,0.4612,0.3004,0.2384
EPL,2023,22191,2024-03-30 12:30:00,Newcastle United,West Ham,4,3,3.80922,0.994584,0.9141,0.0607,0.0252
EPL,2023,22185,2024-03-30 15:00:00,Bournemouth,Everton,2,1,1.39268,0.93378,0.4836,0.3187,0.1977
EPL,2023,22188,2024-03-30 15:00:00,Chelsea,Burnley,2,2,4.46643,2.10422,0.8334,0.0971,0.0695
EPL,2023,22192,2024-03-30 15:00:00,Nottingham Forest,Crystal Palace,1,1,0.784652,0.900972,0.2849,0.3583,0.3568
EPL,2023,22193,2024-03-30 15:00:00,Sheffield United,Fulham,3,3,1.78824,1.10254,0.5659,0.2465,0.1876
EPL,2023,22194,2024-03-30 15:00:00,Tottenham,Luton,2,1,2.46523,0.402402,0.8853,0.093,0.0217
EPL,2023,22186,2024-03-30 17:30:00,Aston Villa,Wolverhampton Wanderers,2,0,1.28271,1.66232,0.2681,0.2583,0.4736
EPL,2023,22187,2024-03-30 20:00:00,Brentford,Manchester United,1,1,3.16487,0.989565,0.8271,0.1192,0.0537
EPL,2023,22189,2024-03-31 14:00:00,Liverpool,Brighton,2,1,3.21149,0.43922,0.9248,0.06,0.0152
EPL,2023,22190,2024-03-31 16:30:00,Manchester City,Arsenal,0,0,1.22009,0.511402,0.5957,0.2805,0.1238
EPL,2023,22198,2024-04-02 18:30:00,Nottingham Forest,Fulham,3,1,1.94619,1.04304,0.6133,0.215,0.1717
EPL,2023,22202,2024-04-02 18:30:00,Newcastle United,Everton,1,1,2.65009,1.69834,0.6098,0.2173,0.1729
EPL,2023,22195,2024-04-02 18:45:00,Bournemouth,Crystal Palace,1,0,1.30969,0.174389,0.7183,0.2403,0.0414
EPL,2023,22197,2024-04-02 18:45:00,Burnley,Wolverhampton Wanderers,1,1,1.12581,1.01021,0.3791,0.3116,0.3093
EPL,2023,22199,2024-04-02 19:15:00,West Ham,Tottenham,1,1,1.47017,1.39423,0.3691,0.3037,0.3272
EPL,2023,22196,2024-04-03 18:30:00,Arsenal,Luton,2,0,1.14384,0.292082,0.6149,0.301,0.0841
EPL,2023,22200,2024-04-03 18:30:00,Brentford,Brighton,0,0,0.423299,1.22404,0.1184,0.2938,0.5878
EPL,2023,22204,2024-04-03 19:15:00,Manchester City,Aston Villa,4,1,3.87704,1.18643,0.8896,0.0723,0.0381
EPL,2023,22203,2024-04-04 18:30:00,Liverpool,Sheffield United,3,1,2.51772,0.720948,0.7969,0.151,0.0521
EPL,2023,22201,2024-04-04 19:15:00,Chelsea,Manchester United,4,3,3.48048,1.56686,0.7877,0.1251,0.0872
EPL,2023,22207,2024-04-06 11:30:00,Crystal Palace,Manchester City,2,4,1.49472,2.26381,0.211,0.2307,0.5583
EPL,2023,22205,2024-04-06 14:00:00,Aston Villa,Brentford,3,3,1.16333,1.42064,0.2673,0.2872,0.4455
EPL,2023,22208,2024-04-06 14:00:00,Everton,Burnley,1,0,0.659844,0.34699,0.3827,0.4499,0.1674
EPL,2023,22209,2024-04-06 14:00:00,Fulham,Newcastle United,0,1,0.834564,1.18012,0.2389,0.3084,0.4527
EPL,2023,22210,2024-04-06 14:00:00,Luton,Bournemouth,2,1,1.30478,0.616108,0.5559,0.2877,0.1564
EPL,2023,22214,2024-04-06 14:00:00,Wolverhampton Wanderers,West Ham,1,2,1.78341,1.14133,0.5558,0.2917,0.1525
EPL,2023,22206,2024-04-06 16:30:00,Brighton,Arsenal,0,3,0.428514,4.16518,0.004,0.0185,0.9775
EPL,2023,22211,2024-04-07 14:30:00,Manchester United,Liverpool,2,2,0.814509,4.43457,0.007,0.0309,0.9621
EPL,2023,22212,2024-04-07 16:30:00,Sheffield United,Chelsea,2,2,1.74265,0.521789,0.7207,0.2028,0.0765
EPL,2023,22213,2024-04-07 19:00:00,Tottenham,Nottingham Forest,3,1,1.61978,2.00122,0.2404,0.2793,0.4803
EPL,2023,22222,2024-04-13 11:30:00,Newcastle United,Tottenham,4,0,3.1483,0.737596,0.8841,0.0843,0.0316
EPL,2023,22217,2024-04-13 14:00:00,Brentford,Sheffield United,2,0,1.09071,0.834498,0.4097,0.3275,0.2628
EPL,2023,22218,2024-04-13 14:00:00,Burnley,Brighton,1,1,1.8522,0.889445,0.6483,0.2124,0.1393
EPL,2023,22221,2024-04-13 14:00:00,Manchester City,Luton,5,1,4.64245,0.809775,0.9687,0.0253,0.006
EPL,2023,22223,2024-04-13 14:00:00,Nottingham Forest,Wolverhampton Wanderers,2,2,1.76244,1.45688,0.4299,0.2841,0.286
EPL,2023,22215,2024-04-13 16:30:00,Bournemouth,Manchester United,2,2,2.38519,1.52274,0.5851,0.2409,0.174
EPL,2023,22220,2024-04-14 13:00:00,Liverpool,Crystal Palace,0,1,3.04497,2.12879,0.586,0.205,0.209
EPL,2023,22224,2024-04-14 13:00:00,West Ham,Fulham,0,2,1.45307,3.61413,0.0551,0.1047,0.8402
EPL,2023,22216,2024-04-14 15:30:00,Arsenal,Aston Villa,0,2,1.89003,0.929049,0.6312,0.2246,0.1442
EPL,2023,22219,2024-04-15 19:00:00,Chelsea,Everton,6,0,3.37093,1.21791,0.8957,0.0806,0.0237
EPL,2023,22230,2024-04-20 14:00:00,Luton,Brentford,1,5,0.497799,3.7809,0.0056,0.0305,0.9639
EPL,2023,22232,2024-04-20 14:00:00,Sheffield United,Burnley,1,4,1.97816,2.42338,0.2848,0.2176,0.4976
EPL,2023,22234,2024-04-20 18:30:00,Wolverhampton Wanderers,Arsenal,0,2,0.164516,1.66179,0.0263,0.1824,0.7913
EPL,2023,22228,2024-04-21 12:30:00,Everton,Nottingham Forest,2,0,0.473233,1.18916,0.1131,0.289,0.5979
EPL,2023,22225,2024-04-21 14:00:00,Aston Villa,Bournemouth,3,1,2.62687,2.05211,0.5185,0.2532,0.2283
EPL,2023,22227,2024-04-21 14:00:00,Crystal Palace,West Ham,5,2,3.7185,1.34536,0.8772,0.0909,0.0319
EPL,2023,22229,2024-04-21 15:30:00,Fulham,Liverpool,1,3,0.83885,1.02445,0.2932,0.3265,0.3803
EPL,2023,22175,2024-04-23 19:00:00,Arsenal,Chelsea,5,0,3.45858,1.60343,0.7702,0.1394,0.0904
EPL,2023,22184,2024-04-24 18:45:00,Wolverhampton Wanderers,Bournemouth,0,1,0.484454,2.40311,0.0421,0.1264,0.8315
EPL,2023,22178,2024-04-24 19:00:00,Crystal Palace,Newcastle United,2,0,1.43661,0.55129,0.6157,0.2628,0.1215
EPL,2023,22179,2024-04-24 19:00:00,Everton,Liverpool,2,0,1.89111,1.87155,0.3871,0.2422,0.3707
EPL,2023,22182,2024-04-24 19:00:00,Manchester United,Sheffield United,4,2,3.51311,1.20517,0.862,0.0946,0.0434
EPL,2023,22176,2024-04-25 19:00:00,Brighton,Manchester City,0,4,0.572021,1.90507,0.0723,0.192,0.7357
EPL,2023,22243,2024-04-27 11:30:00,West Ham,Liverpool,2,2,0.794025,2.29298,0.0961,0.1784,0.7255
EPL,2023,22238,2024-04-27 14:00:00,Fulham,Crystal Palace,1,1,1.39418,1.05387,0.4601,0.286,0.2539
EPL,2023,22239,2024-04-27 14:00:00,Manchester United,Burnley,1,1,3.06197,1.89591,0.633,0.1894,0.1776
EPL,2023,22240,2024-04-27 14:00:00,Newcastle United,Sheffield United,5,1,2.93477,1.82408,0.6347,0.1843,0.181
EPL,2023,22244,2024-04-27 14:00:00,Wolverhampton Wanderers,Luton,2,1,1.49011,0.90435,0.5315,0.2771,0.1914
EPL,2023,22237,2024-04-27 16:30:00,Everton,Brentford,1,0,1.21399,0.956356,0.413,0.3107,0.2763
EPL,2023,22236,2024-04-27 19:00:00,Aston Villa,Chelsea,2,2,0.612257,1.56401,0.1222,0.2418,0.636
EPL,2023,22235,2024-04-28 13:00:00,Bournemouth,Brighton,3,0,2.48132,1.35682,0.6621,0.2038,0.1341
EPL,2023,22241,2024-04-28 13:00:00,Tottenham,Arsenal,2,3,2.60458,1.51469,0.6558,0.2025,0.1417
EPL,2023,22242,2024-04-28 15:30:00,Nottingham Forest,Manchester City,0,2,2.17312,0.932063,0.7162,0.1854,0.0984
EPL,2023,22149,2024-05-02 18:30:00,Chelsea,Tottenham,2,0,2.22432,1.27064,0.6141,0.2125,0.1734
EPL,2023,22252,2024-05-03 19:00:00,Luton,Everton,1,1,0.950391,1.22959,0.2417,0.3209,0.4374
EPL,2023,22245,2024-05-04 11:30:00,Arsenal,Bournemouth,3,0,3.91372,0.4687,0.9654,0.0291,0.0055
EPL,2023,22246,2024-05-04 14:00:00,Brentford,Fulham,0,0,0.809379,1.45579,0.1715,0.2963,0.5322
EPL,2023,22248,2024-05-04 14:00:00,Burnley,Newcastle United,1,4,1.28632,4.25643,0.0178,0.0508,0.9314
EPL,2023,22254,2024-05-04 14:00:00,Sheffield United,Nottingham Forest,1,3,2.48986,1.93818,0.5059,0.2253,0.2688
EPL,2023,22253,2024-05-04 16:30:00,Manchester City,Wolverhampton Wanderers,5,1,4.52542,0.396887,0.991,0.0079,0.0011
EPL,2023,22247,2024-05-05 13:00:00,Brighton,Aston Villa,1,0,2.63566,0.0644055,0.9753,0.0239,0.0008
EPL,2023,22249,2024-05-05 13:00:00,Chelsea,West Ham,5,0,4.21838,0.893899,0.9432,0.0394,0.0174
EPL,2023,22251,2024-05-05 15:30:00,Liverpool,Tottenham,4,2,3.26222,1.17205,0.8315,0.1185,0.05
EPL,2023,22250,2024-05-06 19:00:00,Crystal Palace,Manchester United,4,0,2.0656,0.341417,0.8297,0.137,0.0333
EPL,2023,22258,2024-05-11 11:30:00,Fulham,Manchester City,0,4,0.0886245,3.15218,0.001,0.0222,0.9768
EPL,2023,22255,2024-05-11 14:00:00,Bournemouth,Brentford,1,2,1.07237,1.92722,0.1659,0.2389,0.5952
EPL,2023,22257,2024-05-11 14:00:00,Everton,Sheffield United,1,0,1.82411,0.465523,0.765,0.1746,0.0604
EPL,2023,22260,2024-05-11 14:00:00,Newcastle United,Brighton,1,1,2.45163,1.91556,0.4998,0.2298,0.2704
EPL,2023,22262,2024-05-11 14:00:00,Tottenham,Burnley,2,1,3.00238,0.950331,0.8361,0.1169,0.047
EPL,2023,22263,2024-05-11 14:00:00,West Ham,Luton,3,1,3.71009,0.640456,0.9567,0.0361,0.0072
EPL,2023,22264,2024-05-11 14:00:00,Wolverhampton Wanderers,Crystal Palace,1,3,1.1561,2.51452,0.0949,0.1802,0.7249
EPL,2023,22261,2024-05-11 16:30:00,Nottingham Forest,Chelsea,2,3,2.44569,2.41068,0.3917,0.2374,0.3709
EPL,2023,22259,2024-05-12 15:30:00,Manchester United,Arsenal,0,1,0.551669,1.73104,0.0616,0.1941,0.7443
EPL,2023,22256,2024-05-13 19:00:00,Aston Villa,Liverpool,3,3,2.71655,1.89968,0.5746,0.2272,0.1982
EPL,2023,22233,2024-05-14 19:00:00,Tottenham,Manchester City,0,2,1.84285,2.70331,0.169,0.2244,0.6066
EPL,2023,22226,2024-05-15 18:45:00,Brighton,Chelsea,1,2,1.32423,1.544,0.2978,0.2856,0.4166
EPL,2023,22231,2024-05-15 19:00:00,Manchester United,Newcastle United,3,2,1.49706,2.27657,0.2182,0.2203,0.5615
EPL,2023,22265,2024-05-19 15:00:00,Arsenal,Everton,2,1,3.2117,0.664904,0.9199,0.0673,0.0128
EPL,2023,22266,2024-05-19 15:00:00,Brentford,Newcastle United,2,4,1.70157,3.65044,0.0766,0.1234,0.8
EPL,2023,22267,2024-05-19 15:00:00,Brighton,Manchester United,0,2,1.9717,1.00404,0.6239,0.2248,0.1513
EPL,2023,22268,2024-05-19 15:00:00,Burnley,Nottingham Forest,1,2,1.08222,1.57962,0.2347,0.2662,0.4991
EPL,2023,22269,2024-05-19 15:00:00,Chelsea,Bournemouth,2,1,1.59771,2.002,0.2743,0.2387,0.487
EPL,2023,22270,2024-05-19 15:00:00,Crystal Palace,Aston Villa,5,0,2.23189,0.598846,0.7913,0.1508,0.0579
EPL,2023,22271,2024-05-19 15:00:00,Liverpool,Wolverhampton Wanderers,2,0,5.65937,0.731254,0.9939,0.0057,0.0004
EPL,2023,22272,2024-05-19 15:00:00,Luton,Fulham,2,4,2.06743,1.11598,0.6273,0.2206,0.1521
EPL,2023,22273,2024-05-19 15:00:00,Manchester City,West Ham,3,1,2.31504,0.240159,0.8797,0.1018,0.0185
EPL,2023,22274,2024-05-19 15:00:00,Sheffield United,Tottenham,0,3,0.697312,3.19675,0.0151,0.0617,0.9232
